id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-166	Chair Flying - Mental Flows	Chair-fly climb / level / descend / turns: mental callout check - What method is recommended for reporting traffic duri…	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-167	Chair Flying - Phase Actions	Chair-fly climb / level / descend / turns: hands-and-eyes flow item - what method is recommended for reporting traffic …	Clock position combined with above/below/on the horizon	Altitude in feet only	Distance in nautical miles only	Compass heading only		
DV20-168	Chair Flying - Mental Flows	Chair-fly climb / level / descend / turns: mental callout check - What speed should be maintained during clearing turns…	90 kts	VS+10 kts	65 kts	70 kts		
DV20-169	Chair Flying - Phase Actions	Chair-fly climb / level / descend / turns: hands-and-eyes flow item - what speed should be maintained during clearing t…	90 kts	VS+10 kts	65 kts	70 kts		
DV20-170	Chair Flying - Mental Flows	Chair-fly climb / level / descend / turns: mental callout check - What is the target speed when establishing a glide fr…	70 kts	90 kts	59 kts	64 kts		
DV20-171	Chair Flying - Phase Actions	Chair-fly climb / level / descend / turns: hands-and-eyes flow item - what is the target speed when establishing a glid…	70 kts	90 kts	59 kts	64 kts		
DV20-172	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - At what speed is slow flight performed?	VS + 10 kts	60 kts minimum	70 kts exactly	VS + 5 kts		
DV20-173	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - at what speed is slow flight performed?	VS + 10 kts	60 kts minimum	70 kts exactly	VS + 5 kts		
DV20-174	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - On entry to slow flight, to what power setting is power initially …	"12–15"" MP"	"20"" MP"	"±21"" MP, speed 70 kts"	"25"" MP, 2400 RPM, 90 kts"		
DV20-175	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - on entry to slow flight, to what power setting is power initia…	"12–15"" MP"	"±21"" MP, speed 70 kts"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"		
DV20-176	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - Besides stall warning and buffet, what is the other approach-to-st…	5 kts above stall speed, whichever comes first	VS + 10 kts	81 kts (VFE)	51 kts		
DV20-177	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - besides stall warning and buffet, what is the other approach-t…	5 kts above stall speed, whichever comes first	VS + 10 kts	81 kts (VFE)	51 kts		
DV20-178	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - In a power-on stall recovery, what is the minimum speed before rai…	60 kts	43 kts	55 kts	70 kts		
DV20-179	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - in a power-on stall recovery, what is the minimum speed before…	60 kts	43 kts	55 kts	70 kts		
DV20-180	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - What is the minimum recovery altitude for a full stall when solo?	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-181	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - what is the minimum recovery altitude for a full stall when so…	3000 ft AGL	2000 ft AGL	1500 ft AGL	700 ft AGL		
DV20-182	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - What is the minimum recovery altitude for an approach to stall whe…	2000 ft AGL	1000 ft AGL	3000 ft AGL	1500 ft AGL		
DV20-183	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - what is the minimum recovery altitude for an approach to stall…	2000 ft AGL	1000 ft AGL	3000 ft AGL	1500 ft AGL		
DV20-184	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - During stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-185	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - during stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-186	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - What must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-187	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - what must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-188	Chair Flying - Mental Flows	Chair-fly turns and handling: mental callout check - When accelerating out of slow flight with flaps, by what speed mus…	81 kts	90 kts	104 kts	70 kts		
DV20-189	Chair Flying - Phase Actions	Chair-fly turns and handling: hands-and-eyes flow item - when accelerating out of slow flight with flaps, by what speed…	81 kts	90 kts	104 kts	70 kts		
DV20-190	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - At what altitude is the standard traffic circuit flown …	700 ft AAL	1500 ft AAL	500 ft AAL	1000 ft AAL		
DV20-191	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - at what altitude is the standard traffic circuit fl…	700 ft AAL	1500 ft AAL	500 ft AAL	1000 ft AAL		
DV20-192	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - Up to what altitude does the aerodrome circuit area ext…	1000 ft AAL	500 ft AGL	700 ft AAL	2000 ft AAL		
DV20-193	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - up to what altitude does the aerodrome circuit area…	1000 ft AAL	500 ft AGL	700 ft AAL	2000 ft AAL		
DV20-194	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - Where and at what angle should you join the standard ci…	Half-way downwind at 90° interception angle	30°	15°	45° half-way crosswind leg		
DV20-195	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - where and at what angle should you join the standar…	Half-way downwind at 90° interception angle	30°	15°	45° half-way crosswind leg		
DV20-196	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - Where does leaving the aerodrome circuit normally take …	45° half-way crosswind leg	45–60° behind the wing	30°	15°		
DV20-197	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - where does leaving the aerodrome circuit normally t…	45° half-way crosswind leg	30°	15°	Half-way downwind at 90° interception angle		
DV20-198	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - What speed is included in the downwind HARS check?	70 kts	90 kts	60 kts	75 kts		
DV20-199	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - what speed is included in the downwind HARS check?	70 kts	90 kts	60 kts	75 kts		
DV20-200	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - When turning base, where should the threshold be relati…	45–60° behind the wing	Half-way downwind at 90° interception angle	45° half-way crosswind leg	30°		
DV20-201	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - when turning base, where should the threshold be re…	45–60° behind the wing	Half-way downwind at 90° interception angle	45° half-way crosswind leg	30°		
DV20-202	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - At approximately what altitude and position is the base…	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-203	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - at approximately what altitude and position is the …	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-204	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - By what altitude should you be established on the final…	300 ft	1000 ft AAL	500 ft and 20° before extended centerline	200 ft AAL		
DV20-205	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - by what altitude should you be established on the f…	300 ft	700 ft at crosswind leg under 45°	Above 1000 ft AAL	100 ft before desired altitude		
DV20-206	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - Below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-207	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-208	Chair Flying - Mental Flows	Chair-fly downwind / base / final setup: mental callout check - What is the minimum height for overflying a circuit are…	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-209	Chair Flying - Phase Actions	Chair-fly downwind / base / final setup: hands-and-eyes flow item - what is the minimum height for overflying a circuit…	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-210	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - What is the rotation speed for a normal takeoff?	51 kts	58 kts	65 kts	57 kts		
DV20-211	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - what is the rotation speed for a normal takeoff?	51 kts	58 kts	65 kts	57 kts		
DV20-212	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - After rotation on a normal takeoff, to what speed do you accelerate?	65 kts (Vy flaps T/O) then 70 kts after flap retraction	Decrease angle of attack, not altitude loss	"Check speed is in the white arc and call out ""Speed checked"""	Level flight about 1 m above the runway is established		
DV20-213	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - after rotation on a normal takeoff, to what speed do you accelerate?	65 kts (Vy flaps T/O) then 70 kts after flap retraction	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate	ON before reducing power		
DV20-214	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - For a normal takeoff from a long, hard-surface runway, which flap setting is …	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-215	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - for a normal takeoff from a long, hard-surface runway, which flap setting…	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-216	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - For a normal takeoff from a short runway (<800 m) or a soft/grass surface, wh…	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-217	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - for a normal takeoff from a short runway (<800 m) or a soft/grass surface…	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-218	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - What is the rotation speed for an obstacle clearance (short field) takeoff?	57 kts	60 kts	51 kts	65 kts		
DV20-219	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - what is the rotation speed for an obstacle clearance (short field) takeof…	57 kts	60 kts	51 kts	65 kts		
DV20-220	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - What climb speed is held until clear of obstacles on an obstacle clearance ta…	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-221	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - what climb speed is held until clear of obstacles on an obstacle clearanc…	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-222	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - On a soft/rough field takeoff, at what speed do you gently raise the nose to …	60 kts	65 kts	51 kts	70 kts		
DV20-223	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - on a soft/rough field takeoff, at what speed do you gently raise the nose…	60 kts	65 kts	51 kts	70 kts		
DV20-224	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - During the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1100–1500 RPM	1700 RPM	1100 RPM		
DV20-225	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - during the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1700 RPM	1100–1500 RPM	1100 RPM		
DV20-226	Chair Flying - Mental Flows	Chair-fly takeoff: mental callout check - When leaving the circuit after departure, what is done with the electric fuel…	OFF	T/O	ON	UP		
DV20-227	Chair Flying - Phase Actions	Chair-fly takeoff: hands-and-eyes flow item - when leaving the circuit after departure, what is done with the electric …	OFF	T/O	ON	UP		
DV20-228	Chair Flying - Mental Flows	Chair-fly final and landing: mental callout check - What is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-229	Chair Flying - Phase Actions	Chair-fly final and landing: hands-and-eyes flow item - what is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-230	Chair Flying - Mental Flows	Chair-fly final and landing: mental callout check - What is the minimum threshold speed for a short field landing?	55 kts	43 kts	60 kts	70 kts		
DV20-231	Chair Flying - Phase Actions	Chair-fly final and landing: hands-and-eyes flow item - what is the minimum threshold speed for a short field landing?	55 kts	43 kts	60 kts	70 kts		
